high,medium,low,listing_id
0.992,0.007,0.001,7118331
0.16983333333333334,0.7685380952380951,0.061628571428571435,7099855
0.7926666666666667,0.15,0.057333333333333326,7001394
0.991,0.008,0.001,6935116
0.295,0.04,0.665,6980272
0.842,0.123,0.035,7223300
0.989,0.007,0.004,7205477
0.272,0.707,0.021,6994865
0.995,0.005,0.0,7111721
0.901,0.09,0.009,6865061
0.91675,0.057,0.02625,6937838
0.299,0.695,0.006,6985437
0.874,0.118,0.008,6963161
0.17,0.166,0.664,7125690
0.936,0.06,0.004,7209925
0.156,0.771,0.073,6855673
0.958,0.033,0.009,7183086
0.158,0.737,0.105,7041654
0.914,0.06325,0.02275,7091457
0.121,0.146,0.733,6991616
0.922,0.075,0.003,7037164
0.932,0.052,0.016,7135648
0.895,0.074,0.031,6898727
0.789,0.191,0.02,6930239
0.916,0.075,0.009,7019135
0.648,0.30813333333333326,0.04386666666666667,7118221
0.878,0.109,0.013,6989148
0.1205,0.134,0.7455,6849891
0.845,0.117,0.038,6889706
0.895,0.094,0.011,6920048
0.973,0.027,0.0,6870336
0.997,0.003,0.0,7081009
0.997,0.002,0.001,7058301
0.932,0.057,0.011,7053636
0.958,0.031,0.011,6993926
0.996,0.004,0.0,7090425
0.105,0.133,0.762,7053251
0.986,0.011,0.003,7044299
1.0,0.0,0.0,6876678
0.098,0.171,0.731,7121549
0.752,0.176,0.072,6932575
0.068,0.139,0.793,6912972
0.339,0.654,0.007,7072978
0.942,0.052,0.006,7091487
0.975,0.023,0.002,6944186
0.972,0.024,0.004,6834173
0.91,0.082,0.008,7209967
0.95,0.041,0.009,7141911
0.998,0.002,0.0,6961515
0.902,0.091,0.007,6923642
0.82,0.146,0.034,7210097
0.057,0.077,0.866,7008270
0.042,0.7185,0.2395,6943385
0.23,0.758,0.012,6868128
0.818,0.144,0.038,7215030
0.673,0.287,0.04,6969566
0.993,0.006,0.001,7056739
0.874,0.113,0.013,7107678
0.135,0.823,0.042,7056595
0.18,0.144,0.676,7039923
0.951,0.046,0.003,7169173
0.892,0.092,0.016,7205190
0.08183333333333334,0.8906666666666666,0.0275,7216272
0.992,0.005,0.003,6909990
0.1465,0.8235,0.03,7041556
0.05683333333333333,0.87625,0.06691666666666667,6879291
0.992,0.006,0.002,7208139
0.8129999999999998,0.107,0.08,6894537
0.9515,0.044,0.0045,6871454
0.139,0.8393999999999999,0.0216,6895559
0.971,0.022,0.007,6845619
0.065,0.4681619047619047,0.4668380952380952,7169878
0.263,0.714,0.023,6872903
0.84,0.118,0.042,7127559
0.056,0.701,0.243,7112757
0.981,0.016,0.003,6857687
0.277,0.71,0.013,6840268
0.888,0.086,0.026,7091760
0.818,0.182,0.0,6825454
0.127,0.156,0.717,6868772
0.943,0.046,0.011,7167631
0.8425,0.1215,0.036,6952437
0.928,0.058,0.014,6822355
0.091,0.104,0.805,6895586
0.239,0.744,0.017,7159435
0.231,0.734,0.035,7173041
0.886,0.099,0.015,6901107
0.175,0.786,0.039,7052043
0.854,0.118,0.028,7069055
0.854,0.116,0.03,6823605
0.903,0.066,0.031,7232941
0.954,0.036,0.01,6873395
0.991,0.009,0.0,7154951
0.221,0.119,0.66,7116036
0.132,0.739,0.129,6918968
0.822,0.166,0.012,7015312
0.93375,0.0515,0.01475,6843856
0.903,0.082,0.015,7157060
0.06,0.737,0.203,7190723
0.913,0.06,0.027,7174508
0.955,0.039,0.006,7139805
0.968,0.032,0.0,7021734
0.146,0.774,0.08,7040112
0.269,0.7105,0.0205,7051784
0.965,0.031,0.004,7162079
0.134,0.18,0.686,7161684
0.981,0.016,0.003,7040380
0.852,0.1154,0.032600000000000004,6861920
0.996,0.004,0.0,6977425
0.946,0.054,0.0,7096031
0.893,0.087,0.02,7198913
0.164,0.127,0.709,6932732
0.227,0.748,0.025,7136944
0.12033333333333335,0.8555,0.024166666666666663,6889666
0.902,0.082,0.016,7150083
0.989,0.009,0.002,7081277
0.928,0.064,0.008,6845700
0.86,0.125,0.015,6946503
0.2015,0.106,0.6925,6992861
0.086,0.878,0.036,7114083
0.836,0.119,0.045,6860586
0.971,0.022,0.007,7005657
0.991,0.007,0.002,6955000
0.185,0.147,0.668,6856342
0.855,0.109,0.036,7182777
0.947,0.048,0.005,7119497
0.172,0.14666666666666667,0.6813333333333333,7076724
0.897,0.091,0.012,7078111
0.258,0.726,0.016,6989076
0.8565,0.1145,0.029,7038339
0.973,0.022,0.005,7089639
0.949,0.037,0.014,6892899
0.997,0.003,0.0,7156230
0.972,0.026,0.002,7076397
0.097,0.867,0.036,6892154
0.952,0.044,0.004,7101345
0.894,0.096,0.01,7207661
0.187,0.77,0.043,7155286
0.97,0.028,0.002,6841857
0.202,0.1,0.698,7124086
0.898,0.083,0.019,6831064
0.926,0.059,0.015,7037531
0.182,0.791,0.027,7214094
0.757,0.234,0.009,6907049
0.994,0.006,0.0,7203047
0.9566666666666667,0.030333333333333334,0.013,7082369
0.314,0.682,0.004,6847955
0.18,0.789,0.031,7079102
0.144,0.8,0.056,7215864
0.97,0.028,0.002,7119860
0.994,0.006,0.0,7018137
0.935,0.057,0.008,7223793
0.956,0.041,0.003,6974949
0.99,0.01,0.0,6905061
0.9275,0.0455,0.027,6848807
0.884,0.106,0.01,7223971
0.885,0.109,0.006,6907353
0.699,0.151,0.15,6968038
0.977,0.021,0.002,7013400
0.901,0.059,0.04,6984443
0.962,0.029,0.009,7134756
0.8575,0.1325,0.01,7173737
0.912,0.066,0.022,7191927
0.343,0.656,0.001,6836026
0.073,0.905,0.022,6933629
0.976,0.021,0.003,7207220
0.935,0.056,0.009,7230100
0.989,0.011,0.0,7068518
0.969,0.029,0.002,7065314
0.873,0.113,0.014,6880175
0.127,0.848,0.025,7042119
0.8294166666666667,0.15158333333333332,0.019,6996871
0.905,0.07,0.025,6925745
0.825,0.155,0.02,6918759
0.251,0.733,0.016,7152979
0.972,0.025,0.003,6880994
0.221,0.722,0.057,7177250
0.969,0.027,0.004,7026381
0.916,0.07,0.014,6853807
0.99,0.009,0.001,7016466
0.12179999999999999,0.7832,0.095,7019331
0.108,0.1856,0.7064,7044110
0.167,0.791,0.042,7061896
0.242,0.753,0.005,6816024
0.872,0.119,0.009,6876365
0.914,0.068,0.018,7129199
0.07,0.864,0.066,6964167
0.958,0.033,0.009,6904624
0.099,0.14,0.761,6994758
0.09,0.82,0.09,7150552
0.827,0.108,0.065,7155878
0.094,0.896,0.01,7119405
0.228,0.751,0.021,6871793
0.8345,0.1215,0.044,6861112
1.0,0.0,0.0,6933414
0.959,0.03,0.011,6838529
0.967,0.022,0.011,7081694
0.932,0.05,0.018,6838892
0.193,0.761,0.046,6841021
0.203,0.778,0.019,7231888
0.79,0.185,0.025,7194728
0.7725,0.202,0.0255,6844816
0.801,0.10547857142857141,0.0935214285714286,7201731
0.089,0.883,0.028,7165644
0.997,0.003,0.0,7088174
0.158,0.823,0.019,7221664
0.141,0.843,0.016,6947939
0.969,0.025,0.006,7071551
0.169,0.804,0.027,7162148
0.823,0.146,0.031,7065102
0.987,0.011,0.002,7088733
0.217,0.761,0.022,7075895
0.832,0.14,0.028,6972792
0.762,0.213,0.025,7198333
0.982,0.012,0.006,7075383
0.8543333333333334,0.119,0.02666666666666667,6904079
0.209,0.7546666666666666,0.03633333333333333,7028757
0.928,0.061,0.011,7225712
0.251,0.697,0.052,7160010
0.17098333333333332,0.18901666666666667,0.64,7032345
0.858,0.133,0.009,7146414
0.168,0.82,0.012,6848568
0.891,0.085,0.024,6830464
0.307,0.691,0.002,6966772
0.084,0.885,0.031,6932219
0.336,0.66,0.004,7051439
0.268,0.702,0.03,7076941
0.144,0.147,0.709,6902394
0.119,0.228,0.653,7099740
0.1435,0.808,0.0485,6862710
0.193,0.754,0.053,7165098
0.8275,0.1305,0.042,7232383
0.856,0.106,0.038,6853938
0.937,0.051,0.012,7119597
0.055,0.108,0.837,6835125
0.113,0.881,0.006,7058010
0.773,0.132,0.095,7033499
0.854,0.105,0.041,7165458
0.891,0.085,0.024,7123638
0.893,0.099,0.008,6911002
0.841,0.107,0.052,7149067
0.961,0.035,0.004,7167209
0.148,0.824,0.028,6922018
0.959,0.03,0.011,6821791
0.88,0.092,0.028,6959391
0.111,0.812,0.077,7076206
0.845,0.137,0.018,6941191
0.969,0.028,0.003,6858366
0.845,0.126,0.029,7001115
0.932,0.06,0.008,7001123
0.937,0.058,0.005,6861263
0.844,0.123,0.033,6927284
0.758,0.208,0.034,6883285
0.998,0.001,0.001,7194208
0.875,0.086,0.039,6964609
0.855,0.086,0.059,7012633
0.957,0.031,0.012,7116171
0.162,0.836,0.002,7224540
0.955,0.031,0.014,6847448
0.17,0.167,0.663,7099010
0.276,0.698,0.026,6905974
0.949,0.038,0.013,7346995
0.161,0.83,0.009,7047862
0.827,0.144,0.029,6931540
0.891,0.092,0.017,7021600
0.934,0.057,0.009,7218138
0.852,0.132,0.016,6820650
0.813,0.122,0.065,7105791
0.859,0.09,0.051,7091083
0.89,0.074,0.036,6981293
0.325,0.672,0.003,7144358
0.139,0.839,0.022,7195640
0.161,0.803,0.036,7179833
0.84,0.138,0.022,7033115
0.984,0.014,0.002,7075664
0.8795,0.0935,0.027,6831515
0.96,0.027,0.013,6953864
0.929,0.062,0.009,6924845
0.773,0.201,0.026,6961319
0.058,0.126,0.816,6941058
0.19,0.772,0.038,7001340
0.1685,0.7705,0.061,7222295
0.326,0.667,0.007,6959639
0.887,0.092,0.021,7158725
0.10666666666666666,0.7888333333333333,0.1045,6920844
0.812,0.153,0.035,6830816
0.802,0.147,0.051,7156629
0.957,0.04,0.003,7032683
0.99,0.01,0.0,6990271
0.893,0.081,0.026,7083466
0.926,0.066,0.008,7162058
0.217,0.745,0.038,7032063
0.1025,0.8885,0.009,6942867
0.896,0.096,0.008,7127505
0.132,0.782,0.086,7015517
0.85,0.12683333333333335,0.023166666666666665,6992933
0.914,0.07,0.016,7072510
0.1196,0.178,0.7024,7028811
0.983,0.016,0.001,7046955
0.954,0.03257142857142857,0.013428571428571429,7191316
0.207,0.777,0.016,7005832
0.863,0.11433333333333333,0.022666666666666665,7099749
0.97,0.024,0.006,6963723
0.094,0.86325,0.04275,7171150
0.907,0.088,0.005,7110052
0.873,0.103,0.024,7155783
0.925,0.067,0.008,6879442
0.1,0.77,0.13,7021094
0.84425,0.1255,0.03025,7130431
0.902,0.091,0.007,7232667
0.981,0.018,0.001,7110764
0.261,0.7133333333333333,0.025666666666666664,7038999
0.2975,0.6955,0.007,6934687
0.226,0.751,0.023,7094741
0.873,0.103,0.024,6956571
0.991,0.008,0.001,7156919
0.968,0.029,0.003,6814331
0.987,0.01,0.003,6999774
0.987,0.011,0.002,6846327
0.94,0.049,0.011,7059233
0.99,0.008,0.002,7038155
0.915,0.071,0.014,7185078
0.338,0.66,0.002,7131250
0.983,0.017,0.0,7020505
0.107,0.809,0.084,6971658
0.843,0.111,0.046,6964554
0.983,0.015,0.002,7199593
0.135,0.699,0.166,6934012
0.939,0.034,0.027,7191908
0.898,0.09,0.012,7131679
0.936,0.057,0.007,6988090
0.084,0.101,0.815,6959418
0.99,0.01,0.0,6923985
0.968,0.031,0.001,7171349
0.956,0.04,0.004,6883709
0.8694,0.126,0.0046,7180941
0.953,0.045,0.002,7232876
0.996,0.003,0.001,6836651
0.947,0.045,0.008,7198871
0.1,0.847,0.053,7197127
0.154,0.829,0.017,6902557
0.132,0.86,0.008,6899131
0.987,0.012,0.001,6974544
0.861,0.099,0.04,6884368
0.318,0.675,0.007,7218966
0.922,0.069,0.009,6896322
0.989,0.011,0.0,6916287
0.957,0.038,0.005,7184577
0.195,0.769,0.036,6991236
0.983,0.014,0.003,6846077
0.8585,0.1385,0.003,6979615
0.9,0.064,0.036,7231050
0.953,0.041,0.006,7069023
0.917,0.074,0.009,7226237
0.16,0.789,0.051,7106541
0.956,0.034,0.01,7057019
0.866,0.087,0.047,7103556
0.868,0.097,0.035,6912151
0.952,0.041,0.007,7105621
0.725,0.16,0.115,7316267
0.943,0.052,0.005,7191586
0.894,0.093,0.013,6916619
0.97,0.023,0.007,7151755
0.99,0.007,0.003,6899667
0.908,0.078,0.014,7057671
0.911,0.066,0.023,7221233
0.871,0.11366666666666667,0.015333333333333332,6906857
0.235,0.73,0.035,6871752
0.108,0.8445,0.0475,6967592
0.8413999999999999,0.1216,0.037,6916937
0.897,0.059,0.044,6821142
0.167,0.78,0.053,7169655
0.177,0.797,0.026,6865555
0.99,0.006,0.004,7030154
0.226,0.753,0.021,7039400
0.1031,0.8824,0.0145,7200182
0.862,0.12,0.018,7216221
0.131,0.124,0.745,7227853
0.867,0.099,0.034,7051778
0.186,0.789,0.025,6901470
0.954,0.041,0.005,7025685
0.067,0.733,0.2,7219065
0.946,0.047,0.007,7050465
0.681,0.237,0.082,7054920
0.111,0.785,0.104,6830871
0.949,0.039,0.012,6859764
0.868,0.108,0.024,6875826
0.936,0.052,0.012,6843947
0.118,0.826,0.056,6826963
0.107,0.12,0.773,6844130
0.855,0.098,0.047,6922103
0.057166666666666664,0.71,0.23283333333333334,7127153
0.847,0.141,0.012,6819271
0.972,0.0195,0.0085,6828239
0.937,0.047,0.016,6894609
0.779,0.181,0.04,6910701
0.987,0.012,0.001,6909901
0.98,0.017,0.003,7231507
0.09,0.827,0.083,7079368
0.265,0.715,0.02,6937927
0.16325,0.16,0.67675,6991272
0.895,0.072,0.033,6995130
0.954,0.043,0.003,7208908
0.7625,0.195,0.0425,6844409
0.989,0.01,0.001,6902021
0.827,0.159,0.014,7132785
0.978,0.019,0.003,7057547
0.21,0.771,0.019,7228595
0.179,0.751,0.07,6992124
0.913,0.067,0.02,7097009
0.898,0.0895,0.0125,6814829
0.076,0.151,0.773,6885832
0.271,0.717,0.012,6919514
0.259,0.721,0.02,7146682
0.979,0.02,0.001,7227026
0.853,0.141,0.006,7103629
0.7316666666666667,0.25833333333333336,0.01,6816836
0.5189571428571431,0.048,0.43304285714285684,6814840
0.12883333333333333,0.14143333333333333,0.7297333333333332,7030976
0.968,0.026,0.006,7209571
0.978,0.017,0.005,7175547
0.903,0.09,0.007,7190859
0.694,0.28,0.026,6884302
0.247,0.742,0.011,6946913
0.244,0.732,0.024,6872783
0.991,0.009,0.0,6977485
0.979,0.018,0.003,6826399
0.184,0.777,0.039,7172440
0.969,0.023,0.008,6828207
0.79,0.162,0.048,7199438
0.94,0.041,0.019,7163682
0.941,0.052,0.007,6935967
0.021,0.059,0.92,7152419
0.07126666666666669,0.13,0.7987333333333333,7001976
0.911,0.078,0.011,6947510
0.092,0.878,0.03,7132512
0.82975,0.113,0.05725,6964574
0.937,0.053,0.01,7107839
0.968,0.029,0.003,6820452
0.8423333333333333,0.12566666666666665,0.032,6976614
0.864,0.122,0.014,7092381
0.943,0.045,0.012,6830658
0.875,0.103,0.022,6891139
0.989,0.008,0.003,6946939
0.99,0.009,0.001,7106509
0.89925,0.08675,0.014,7060330
0.204,0.783,0.013,7176161
0.8996666666666667,0.07633333333333334,0.024,7101045
0.8,0.119,0.081,6884863
0.899,0.081,0.02,6995677
0.905,0.079,0.016,7100007
0.197,0.734,0.069,7182954
0.931,0.055,0.014,6825219
0.91,0.08,0.01,7036268
0.294,0.689,0.017,6978661
0.89,0.093,0.017,7225797
0.979,0.02,0.001,7013556
0.985,0.012,0.003,7009405
0.963,0.028,0.009,6939314
0.831,0.147,0.022,7015183
0.1894,0.771,0.0396,7011410
0.824,0.176,0.0,7046803
0.963,0.026,0.011,6939535
0.296,0.701,0.003,6823976
0.984,0.014,0.002,6854491
0.995,0.005,0.0,7187467
0.198,0.112,0.69,6975575
0.912,0.08,0.008,7063173
0.9493333333333334,0.03966666666666667,0.011,6934192
0.943,0.0515,0.0055,7098370
0.946,0.045,0.009,6871524
0.865,0.118,0.017,7018490
0.214,0.685,0.101,7132222
0.871,0.102,0.027,7054388
0.193,0.766,0.041,6974691
0.951,0.048,0.001,7224051
0.936,0.063,0.001,7112371
0.993,0.007,0.0,6892368
0.9427666666666666,0.05023333333333333,0.007,7137382
0.084,0.797,0.119,7053844
0.923,0.06,0.017,6821362
0.191,0.791,0.018,6959926
0.961,0.03,0.009,7162993
0.862,0.099,0.039,7146759
0.93375,0.05925,0.007,6943266
0.766,0.173,0.061,6922889
0.826,0.077,0.097,7012701
0.985,0.01,0.005,7076050
0.998,0.002,0.0,7035406
0.8965,0.0945,0.009,7169048
0.776,0.21433333333333335,0.009666666666666667,6996288
0.92325,0.05675,0.02,7042171
0.282,0.712,0.006,6952735
0.198,0.774,0.028,7116800
0.937,0.052,0.011,6824991
0.149,0.139,0.712,7137986
0.997,0.003,0.0,7009597
0.02146666666666667,0.0584,0.9201333333333335,7231730
0.769,0.118,0.113,7059460
0.925,0.07,0.005,7028499
0.853,0.114,0.033,6872108
0.793,0.156,0.051,7196248
0.1175,0.1675,0.715,7039689
0.896,0.073,0.031,6896687
0.987,0.013,0.0,7095630
0.128,0.769,0.103,6998613
0.907,0.093,0.0,6823471
0.9455,0.043,0.0115,7022210
0.065,0.183,0.752,6953244
0.375,0.624,0.001,7101204
0.114,0.795,0.091,6938009
0.8785,0.0975,0.024,7223932
0.939,0.056,0.005,6971048
0.341,0.649,0.01,7132127
0.937,0.055,0.008,7160550
0.897,0.085,0.018,7083845
0.223,0.754,0.023,6964269
0.897,0.085,0.018,7074183
0.17,0.788,0.042,7000187
0.95,0.049,0.001,7216207
0.198,0.752,0.05,6910317
0.916,0.063,0.021,7062795
0.994,0.006,0.0,6921019
0.982,0.016,0.002,6873109
0.271,0.712,0.017,6984070
0.92,0.072,0.008,7042200
0.958,0.033,0.009,6967689
0.242,0.718,0.04,6869069
0.974,0.024,0.002,6843553
0.18133333333333332,0.762,0.05666666666666667,6946504
0.827,0.112,0.061,6908271
0.189,0.768,0.043,7062081
0.864,0.13,0.006,6844012
0.193,0.79,0.017,7017219
0.853,0.132,0.015,6858479
0.122,0.783,0.095,7138102
0.944,0.052,0.004,7045747
0.35,0.65,0.0,6946985
0.985,0.013,0.002,6880874
0.974,0.025,0.001,6857696
0.752,0.145,0.103,6938858
0.223,0.764,0.013,6828820
0.278,0.7,0.022,6828612
0.105,0.158,0.737,6943788
0.986,0.011,0.003,7134661
0.948,0.046,0.006,6885851
0.835,0.14,0.025,7042642
0.2095,0.7605,0.03,7044378
0.8455,0.0945,0.06,7023483
0.971,0.029,0.0,6935692
0.725,0.242,0.033,7143450
0.936,0.054,0.01,7062756
0.981,0.017,0.002,6836273
0.32745238095238094,0.6715476190476191,0.001,6937973
0.256,0.096,0.648,6885733
0.995,0.004,0.001,7200104
0.4633071428571427,0.4501928571428573,0.0865,7143353
0.989,0.009,0.002,6846621
0.2955,0.695,0.0095,6872420
0.837,0.141,0.022,7216126
0.263,0.726,0.011,7123396
0.95,0.044,0.006,7059934
0.93,0.051,0.019,7152688
0.017,0.942,0.041,6911523
0.162,0.119,0.719,6966544
0.98,0.015,0.005,7029037
0.12,0.788,0.092,6836958
0.923,0.073,0.004,7232878
0.227,0.754,0.019,7219194
0.972,0.027,0.001,6983027
0.971,0.028,0.001,7074004
0.964,0.029,0.007,7013116
0.815,0.167,0.018,6873797
0.977,0.02,0.003,7122419
0.984,0.014,0.002,7058529
0.919,0.067,0.014,7029456
0.079,0.206,0.715,6987310
0.871,0.117,0.012,7012709
0.907,0.072,0.021,6821491
0.342,0.658,0.0,6924807
0.144,0.78,0.076,7227808
0.26,0.721,0.019,6835520
0.079,0.14,0.781,7169994
0.894,0.089,0.017,7185071
0.0444,0.731,0.2246,6932886
0.283,0.706,0.011,7078573
0.0485,0.087,0.8645,7102626
0.29,0.699,0.011,7021304
0.998,0.002,0.0,6979113
0.206,0.746,0.048,7060517
0.856,0.106,0.038,6947907
0.224,0.737,0.039,7168441
0.264,0.723,0.013,6909777
0.889,0.08575,0.02525,7175795
0.901,0.08,0.019,7022974
0.98,0.02,0.0,7081100
0.993,0.006,0.001,6903687
0.763,0.203,0.034,7167943
0.8193333333333334,0.149,0.03166666666666666,7176006
0.127,0.818,0.055,7098498
0.9103333333333332,0.078,0.011666666666666665,7007374
0.889,0.1,0.011,6894642
0.867,0.115,0.018,7038908
0.289,0.691,0.02,6900151
0.8301666666666666,0.14483333333333331,0.025,6901739
0.994,0.006,0.0,6846050
0.1465,0.8055,0.048,6997211
0.145,0.797,0.058,7031512
0.988,0.008,0.004,7134119
0.869,0.101,0.03,7182997
0.947,0.049,0.004,7118299
0.8934166666666667,0.09,0.016583333333333332,6820631
0.885,0.098,0.017,7191437
0.94,0.055,0.005,7088531
0.108,0.866,0.026,7232168
0.953,0.039,0.008,6898276
0.795,0.143,0.062,7127110
0.079,0.891,0.03,6943425
0.994,0.006,0.0,6935239
0.97,0.024,0.006,7071282
0.853,0.034,0.113,6924359
0.941,0.0495,0.0095,7112792
0.112,0.796,0.092,6938837
0.921,0.062,0.017,7074485
0.19,0.786,0.024,7070882
0.232,0.098,0.67,6845672
0.976,0.014,0.01,7168255
0.953,0.044,0.003,7145968
0.18966666666666668,0.746,0.06433333333333334,7025629
0.319,0.678,0.003,6987138
0.212,0.745,0.043,6838712
0.856,0.125,0.019,6940704
0.089,0.103,0.808,6829567
0.253,0.728,0.019,6998942
0.81,0.136,0.054,7272834
0.995,0.005,0.0,7133933
0.048,0.125,0.827,6868865
0.863,0.096,0.041,6876987
0.157,0.148,0.695,7157672
0.909,0.07366666666666666,0.017333333333333336,6836951
0.892,0.094,0.014,7218196
0.88,0.114,0.006,7224176
0.819,0.13733333333333334,0.043666666666666666,6895727
0.891,0.108,0.001,7187542
0.766,0.131,0.103,7226100
0.184,0.108,0.708,6976655
0.22,0.736,0.044,6933427
0.889,0.095,0.016,7107739
0.8106666666666666,0.12366666666666667,0.06566666666666666,7137215
0.997,0.003,0.0,6891652
0.998,0.002,0.0,7150865
0.77,0.139,0.091,6878423
0.937,0.059,0.004,6927923
0.2,0.725,0.075,6968934
0.762,0.10083333333333333,0.13716666666666666,7008854
0.922,0.063,0.015,7013428
0.868,0.079,0.053,6988901
0.1755,0.769,0.0555,7097731
0.054,0.101,0.845,6985999
0.142,0.826,0.032,7206187
0.9226,0.0724,0.005,7010168
0.958,0.041,0.001,7058235
0.791,0.189,0.02,6833325
0.898,0.09,0.012,6871890
0.181,0.766,0.053,7017020
0.877,0.109,0.014,6855957
0.95,0.039,0.011,7042700
0.943,0.049,0.008,6814136
0.938,0.054,0.008,6893301
0.988,0.011,0.001,7040438
0.998,0.002,0.0,6981673
0.049,0.946,0.005,7098938
0.915,0.077,0.008,6853435
0.98,0.02,0.0,6965028
0.966,0.029,0.005,6871768
0.2829333333333333,0.7070666666666666,0.01,7065891
0.198,0.7296666666666668,0.07233333333333335,6889328
0.858,0.129,0.013,6879097
0.074,0.241,0.685,6911312
0.987,0.01,0.003,7192282
0.99,0.009,0.001,6847221
0.2,0.7666666666666666,0.03333333333333333,7120713
0.897,0.035,0.068,6830414
0.964,0.022,0.014,7067669
0.103,0.179,0.718,7201769
0.934,0.04,0.026,7224947
0.203,0.773,0.024,7119556
0.848,0.11475,0.03725,7023752
0.852,0.121,0.027,6901409
0.9,0.089,0.011,7113934
0.167,0.7573333333333333,0.07566666666666667,7223918
0.134,0.843,0.023,7170863
0.924,0.056666666666666664,0.01933333333333333,7019583
0.221,0.753,0.026,6945062
0.986,0.012,0.002,6856993
0.921,0.067,0.012,6840152
0.6925,0.2825,0.025,6833255
0.166,0.777,0.057,6987345
0.952,0.043,0.005,7040751
0.981,0.018,0.001,6921089
0.996,0.004,0.0,6847266
0.8605,0.1285,0.011,6861468
0.807,0.115,0.078,7102622
0.0675,0.0955,0.837,7069646
0.27,0.715,0.015,7216895
0.815,0.139,0.046,6912424
0.967,0.025,0.008,6963892
0.99,0.008,0.002,7220582
0.3,0.682,0.018,7178456
0.974,0.022,0.004,7162446
0.909,0.075,0.016,6927058
0.802,0.191,0.007,6848394
0.949,0.035,0.016,6815906
0.831,0.1343333333333333,0.03466666666666667,7221605
0.253,0.73,0.017,6882277
0.167,0.7926363636363636,0.04036363636363636,7161691
0.889,0.104,0.007,7060559
0.874,0.074,0.052,7187260
0.859,0.1,0.041,7017829
0.203,0.122,0.675,7121595
0.86,0.075,0.065,6864486
0.164,0.8,0.036,6903585
0.282,0.69,0.028,6929050
0.92,0.066,0.014,7016207
0.8285,0.1145,0.057,7008455
0.992,0.008,0.0,6881103
0.19375,0.77125,0.035,7001509
0.906,0.079,0.015,7035661
0.048,0.934,0.018,7205683
0.157,0.797,0.046,6948181
0.976,0.022,0.002,7113974
0.17633333333333331,0.7866666666666666,0.037,7105600
0.811,0.144,0.045,7230972
0.8642499999999999,0.12474999999999999,0.011,7197939
0.917,0.044,0.039,7198224
0.963,0.029,0.008,7136340
0.976,0.019,0.005,6965083
0.954,0.042,0.004,6991420
0.988,0.01,0.002,7090337
0.697,0.251,0.052,7135947
0.306,0.683,0.011,6913586
0.99,0.009,0.001,7027644
0.2979,0.6901,0.012,7067453
0.973,0.024,0.003,7155163
0.946,0.04,0.014,6978922
0.237,0.6866666666666666,0.07633333333333334,7166775
0.878,0.102,0.02,7130289
0.905,0.061,0.034,7044572
0.311,0.676,0.013,6900007
0.894,0.091,0.015,7171940
0.889,0.103,0.008,6889521
0.917,0.075,0.008,7104573
0.993,0.002,0.005,6954919
0.978,0.015,0.007,7140186
0.893,0.087,0.02,6973446
0.945,0.047,0.008,7214212
0.783,0.192,0.025,7069681
0.133,0.807,0.06,7233727
0.137,0.8,0.063,7076342
0.969,0.025,0.006,6814432
0.986,0.013,0.001,6837767
0.982,0.014,0.004,6889622
0.998,0.002,0.0,7009752
0.82,0.097,0.083,6816000
0.987,0.012,0.001,6937243
0.095,0.111,0.794,6931771
0.911,0.074,0.015,7180119
0.093,0.114,0.793,7043486
0.272,0.712,0.016,7103064
0.1985,0.772,0.0295,6883978
0.908,0.084,0.008,6815797
0.051,0.091,0.858,6923553
0.259,0.707,0.034,7004919
0.222,0.128,0.65,7154303
0.107,0.747,0.146,7181835
0.837,0.13,0.033,7123579
0.826,0.163,0.011,6893945
0.971,0.026,0.003,6842651
0.942,0.036,0.022,7052716
0.857,0.118,0.025,7025200
0.976,0.022,0.002,7133261
0.998,0.002,0.0,7162014
0.969,0.027,0.004,7166042
0.907,0.077,0.016,7178589
0.898,0.101,0.001,7106715
0.965,0.025,0.01,7017874
0.897,0.095,0.008,7171882
0.98,0.017,0.003,6918659
0.988,0.012,0.0,6890263
0.898,0.077,0.025,7114198
0.885,0.084,0.031,6867872
0.306,0.678,0.016,6956036
0.816,0.172,0.012,7029502
0.802,0.164,0.034,6978157
0.87,0.108,0.022,6889347
0.158,0.076,0.766,6983845
0.871,0.12,0.009,6929890
0.829,0.135,0.036,7181899
0.969,0.028,0.003,7204561
0.786,0.194,0.02,7121187
0.916,0.078,0.006,6932412
0.978,0.019,0.003,6851076
0.954,0.041,0.005,6928522
0.795,0.14,0.065,7208002
0.867,0.101,0.032,6827203
0.869,0.103,0.028,7128831
0.801,0.11633333333333334,0.08266666666666665,7159829
0.204,0.74,0.056,6859023
0.889,0.103,0.008,7125301
0.997,0.003,0.0,7213952
0.993,0.007,0.0,7081105
0.995,0.005,0.0,7106869
0.21,0.11266666666666666,0.6773333333333332,7010010
0.115,0.8786,0.0064,6975702
0.984,0.015,0.001,7127433
0.972,0.022,0.006,6827809
0.316,0.672,0.012,6903043
0.875,0.074,0.051,6968579
0.869,0.096,0.035,6975202
0.888,0.099,0.013,7152000
0.895,0.062,0.043,7222312
0.8615,0.1185,0.02,7132545
0.917,0.078,0.005,7215372
0.149,0.159,0.692,6911795
0.943,0.049,0.008,6927223
0.9433333333333332,0.05366666666666667,0.003,6848571
0.9135,0.078,0.0085,7105058
